"Country or Area","Year(s)","Variant","Value"
"Belgium","2045","Const. mortality (Medium)","11371.51"
"Belgium","2045","Constant-fertility scenario","11766.41"
"Belgium","2045","High variant","13161.688"
"Belgium","2045","Instant replacement","12449.411"
"Belgium","2045","Low variant","10848.932"
"Belgium","2045","Medium variant","11980.579"
"Belgium","2045","No change (Const. Fer.&Mor.&Zero migration)","10154.209"
"Belgium","2045","Zero migration (Medium)","10943.25"
"Belgium","2040","Const. mortality (Medium)","11392.637"
"Belgium","2040","Constant-fertility scenario","11727.295"
"Belgium","2040","High variant","12816.116"
"Belgium","2040","Instant replacement","12267.404"
"Belgium","2040","Low variant","10978.843"
"Belgium","2040","Medium variant","11889.889"
"Belgium","2040","No change (Const. Fer.&Mor.&Zero migration)","10383.068"
"Belgium","2040","Zero migration (Medium)","11019.937"
"Belgium","2035","Const. mortality (Medium)","11400.366"
"Belgium","2035","Constant-fertility scenario","11660.77"
"Belgium","2035","High variant","12510.969"
"Belgium","2035","Instant replacement","12093.804"
"Belgium","2035","Low variant","11059.223"
"Belgium","2035","Medium variant","11783.893"
"Belgium","2035","No change (Const. Fer.&Mor.&Zero migration)","10580.664"
"Belgium","2035","Zero migration (Medium)","11072.44"
"Belgium","2030","Const. mortality (Medium)","11387.034"
"Belgium","2030","Constant-fertility scenario","11572.029"
"Belgium","2030","High variant","12221.866"
"Belgium","2030","Instant replacement","11920.915"
"Belgium","2030","Low variant","11106.695"
"Belgium","2030","Medium variant","11664.194"
"Belgium","2030","No change (Const. Fer.&Mor.&Zero migration)","10742.697"
"Belgium","2030","Zero migration (Medium)","11103.178"
"Belgium","2025","Const. mortality (Medium)","11341.727"
"Belgium","2025","Constant-fertility scenario","11462.869"
"Belgium","2025","High variant","11918.892"
"Belgium","2025","Instant replacement","11728.867"
"Belgium","2025","Low variant","11132.212"
"Belgium","2025","Medium variant","11525.551"
"Belgium","2025","No change (Const. Fer.&Mor.&Zero migration)","10865.516"
"Belgium","2025","Zero migration (Medium)","11107.666"
"Belgium","2020","Const. mortality (Medium)","11259.916"
"Belgium","2020","Constant-fertility scenario","11329.862"
"Belgium","2020","High variant","11588.996"
"Belgium","2020","Instant replacement","11507.734"
"Belgium","2020","Low variant","11139.1"
"Belgium","2020","Medium variant","11364.047"
"Belgium","2020","No change (Const. Fer.&Mor.&Zero migration)","10944.196"
"Belgium","2020","Zero migration (Medium)","11081.032"
"Belgium","2015","Const. mortality (Medium)","11143.994"
"Belgium","2015","Constant-fertility scenario","11171.218"
"Belgium","2015","High variant","11270.315"
"Belgium","2015","Instant replacement","11259.648"
"Belgium","2015","Low variant","11096.509"
"Belgium","2015","Medium variant","11183.411"
"Belgium","2015","No change (Const. Fer.&Mor.&Zero migration)","10973.083"
"Belgium","2015","Zero migration (Medium)","11024.469"
"Belgium","2010","Const. mortality (Medium)","10941.288"
"Belgium","2010","Constant-fertility scenario","10941.288"
"Belgium","2010","High variant","10941.288"
"Belgium","2010","Instant replacement","10941.288"
"Belgium","2010","Low variant","10941.288"
"Belgium","2010","Medium variant","10941.288"
"Belgium","2010","No change (Const. Fer.&Mor.&Zero migration)","10941.288"
"Belgium","2010","Zero migration (Medium)","10941.288"
"Belgium","2005","Medium variant","10508.08"
"Belgium","2000","Medium variant","10268.38"
"Belgium","1995","Medium variant","10161.914"
"Belgium","1990","Medium variant","9978.241"
"Belgium","1985","Medium variant","9893.499"
"Belgium","1980","Medium variant","9855.747"
"Belgium","1975","Medium variant","9769.006"
"Belgium","1970","Medium variant","9664.32"
"Belgium","1965","Medium variant","9440.279"
"Belgium","1960","Medium variant","9140.563"
"Belgium","1955","Medium variant","8870.792"
"Belgium","1950","Medium variant","8628.489"
"Bosnia and Herzegovina","2100","Const. mortality (Medium)","1997.281"
"Bosnia and Herzegovina","2100","Constant-fertility scenario","1440.016"
"Bosnia and Herzegovina","2100","High variant","4093.994"
"Bosnia and Herzegovina","2100","Instant replacement","4179.619"
"Bosnia and Herzegovina","2100","Low variant","1235.613"
"Bosnia and Herzegovina","2100","Medium variant","2373.978"
"Bosnia and Herzegovina","2100","No change (Const. Fer.&Mor.&Zero migration)","1181.499"
"Bosnia and Herzegovina","2100","Zero migration (Medium)","2466.625"
"Bosnia and Herzegovina","2095","Const. mortality (Medium)","2059.846"
"Bosnia and Herzegovina","2095","Constant-fertility scenario","1568.897"
"Bosnia and Herzegovina","2095","High variant","4016.561"
"Bosnia and Herzegovina","2095","Instant replacement","4152.625"
"Bosnia and Herzegovina","2095","Low variant","1353.158"
"Bosnia and Herzegovina","2095","Medium variant","2435.434"
"Bosnia and Herzegovina","2095","No change (Const. Fer.&Mor.&Zero migration)","1298.955"
"Bosnia and Herzegovina","2095","Zero migration (Medium)","2527.862"
"Bosnia and Herzegovina","2090","Const. mortality (Medium)","2129.22"
"Bosnia and Herzegovina","2090","Constant-fertility scenario","1714.928"
"Bosnia and Herzegovina","2090","High variant","3952.784"
"Bosnia and Herzegovina","2090","Instant replacement","4130.751"
"Bosnia and Herzegovina","2090","Low variant","1492.15"
"Bosnia and Herzegovina","2090","Medium variant","2510.53"
"Bosnia and Herzegovina","2090","No change (Const. Fer.&Mor.&Zero migration)","1429.196"
"Bosnia and Herzegovina","2090","Zero migration (Medium)","2601.906"
"Bosnia and Herzegovina","2085","Const. mortality (Medium)","2210.54"
"Bosnia and Herzegovina","2085","Constant-fertility scenario","1876.652"
"Bosnia and Herzegovina","2085","High variant","3901.274"
"Bosnia and Herzegovina","2085","Instant replacement","4113.212"
"Bosnia and Herzegovina","2085","Low variant","1650.802"
"Bosnia and Herzegovina","2085","Medium variant","2599.081"
"Bosnia and Herzegovina","2085","No change (Const. Fer.&Mor.&Zero migration)","1575.975"
"Bosnia and Herzegovina","2085","Zero migration (Medium)","2688.545"
"Bosnia and Herzegovina","2080","Const. mortality (Medium)","2308.625"
"Bosnia and Herzegovina","2080","Constant-fertility scenario","2048.843"
"Bosnia and Herzegovina","2080","High variant","3862.2"
"Bosnia and Herzegovina","2080","Instant replacement","4097.22"
"Bosnia and Herzegovina","2080","Low variant","1823.814"
"Bosnia and Herzegovina","2080","Medium variant","2698.831"
"Bosnia and Herzegovina","2080","No change (Const. Fer.&Mor.&Zero migration)","1740.547"
"Bosnia and Herzegovina","2080","Zero migration (Medium)","2785.51"
"Bosnia and Herzegovina","2075","Const. mortality (Medium)","2424.667"
"Bosnia and Herzegovina","2075","Constant-fertility scenario","2225.028"
"Bosnia and Herzegovina","2075","High variant","3837.829"
"Bosnia and Herzegovina","2075","Instant replacement","4083.189"
"Bosnia and Herzegovina","2075","Low variant","2003.924"
"Bosnia and Herzegovina","2075","Medium variant","2806.157"
"Bosnia and Herzegovina","2075","No change (Const. Fer.&Mor.&Zero migration)","1920.534"
"Bosnia and Herzegovina","2075","Zero migration (Medium)","2889.176"
"Bosnia and Herzegovina","2070","Const. mortality (Medium)","2554.32"
"Bosnia and Herzegovina","2070","Constant-fertility scenario","2399.922"
"Bosnia and Herzegovina","2070","High variant","3828.607"
"Bosnia and Herzegovina","2070","Instant replacement","4074.888"
"Bosnia and Herzegovina","2070","Low variant","2184.215"
"Bosnia and Herzegovina","2070","Medium variant","2916.375"
"Bosnia and Herzegovina","2070","No change (Const. Fer.&Mor.&Zero migration)","2110.323"
"Bosnia and Herzegovina","2070","Zero migration (Medium)","2994.873"
"Bosnia and Herzegovina","2065","Const. mortality (Medium)","2688.845"
"Bosnia and Herzegovina","2065","Constant-fertility scenario","2571.416"
"Bosnia and Herzegovina","2065","High variant","3829.177"
"Bosnia and Herzegovina","2065","Instant replacement","4074.43"
"Bosnia and Herzegovina","2065","Low variant","2361.128"
"Bosnia and Herzegovina","2065","Medium variant","3024.863"
"Bosnia and Herzegovina","2065","No change (Const. Fer.&Mor.&Zero migration)","2303.136"
"Bosnia and Herzegovina","2065","Zero migration (Medium)","3098"
"Bosnia and Herzegovina","2060","Const. mortality (Medium)","2821.011"
"Bosnia and Herzegovina","2060","Constant-fertility scenario","2739.97"
"Bosnia and Herzegovina","2060","High variant","3830.806"
"Bosnia and Herzegovina","2060","Instant replacement","4077.89"
"Bosnia and Herzegovina","2060","Low variant","2535.576"
"Bosnia and Herzegovina","2060","Medium variant","3129.244"
"Bosnia and Herzegovina","2060","No change (Const. Fer.&Mor.&Zero migration)","2494.236"
"Bosnia and Herzegovina","2060","Zero migration (Medium)","3196.231"
"Bosnia and Herzegovina","2055","Const. mortality (Medium)","2950.966"
"Bosnia and Herzegovina","2055","Constant-fertility scenario","2905.411"
"Bosnia and Herzegovina","2055","High variant","3828.911"
"Bosnia and Herzegovina","2055","Instant replacement","4076.98"
"Bosnia and Herzegovina","2055","Low variant","2710.292"
"Bosnia and Herzegovina","2055","Medium variant","3230.521"
"Bosnia and Herzegovina","2055","No change (Const. Fer.&Mor.&Zero migration)","2682.471"
"Bosnia and Herzegovina","2055","Zero migration (Medium)","3290.684"
"Bosnia and Herzegovina","2050","Const. mortality (Medium)","3084.004"
"Bosnia and Herzegovina","2050","Constant-fertility scenario","3066.245"
"Bosnia and Herzegovina","2050","High variant","3827.635"
"Bosnia and Herzegovina","2050","Instant replacement","4066.79"
"Bosnia and Herzegovina","2050","Low variant","2885.869"
"Bosnia and Herzegovina","2050","Medium variant","3331.681"
"Bosnia and Herzegovina","2050","No change (Const. Fer.&Mor.&Zero migration)","2868.719"
"Bosnia and Herzegovina","2050","Zero migration (Medium)","3384.52"
"Bosnia and Herzegovina","2045","Const. mortality (Medium)","3224.055"
"Bosnia and Herzegovina","2045","Constant-fertility scenario","3219.871"
"Bosnia and Herzegovina","2045","High variant","3837.238"
"Bosnia and Herzegovina","2045","Instant replacement","4051.829"
"Bosnia and Herzegovina","2045","Low variant","3058.293"
"Bosnia and Herzegovina","2045","Medium variant","3434.633"
"Bosnia and Herzegovina","2045","No change (Const. Fer.&Mor.&Zero migration)","3052.55"
"Bosnia and Herzegovina","2045","Zero migration (Medium)","3479.832"
"Bosnia and Herzegovina","2040","Const. mortality (Medium)","3366.742"
"Bosnia and Herzegovina","2040","Constant-fertility scenario","3363.546"
"Bosnia and Herzegovina","2040","High variant","3862.956"
"Bosnia and Herzegovina","2040","Instant replacement","4045.482"
"Bosnia and Herzegovina","2040","Low variant","3220.2"
"Bosnia and Herzegovina","2040","Medium variant","3536.548"
"Bosnia and Herzegovina","2040","No change (Const. Fer.&Mor.&Zero migration)","3230.268"
"Bosnia and Herzegovina","2040","Zero migration (Medium)","3574.407"
"Bosnia and Herzegovina","2035","Const. mortality (Medium)","3498.94"
"Bosnia and Herzegovina","2035","Constant-fertility scenario","3494.207"
"Bosnia and Herzegovina","2035","High variant","3894.33"
"Bosnia and Herzegovina","2035","Instant replacement","4053.383"
"Bosnia and Herzegovina","2035","Low variant","3364.922"
"Bosnia and Herzegovina","2035","Medium variant","3628.452"
"Bosnia and Herzegovina","2035","No change (Const. Fer.&Mor.&Zero migration)","3394.644"
"Bosnia and Herzegovina","2035","Zero migration (Medium)","3659.242"
"Bosnia and Herzegovina","2030","Const. mortality (Medium)","3607.679"
"Bosnia and Herzegovina","2030","Constant-fertility scenario","3606.818"
"Bosnia and Herzegovina","2030","High variant","3910.499"
"Bosnia and Herzegovina","2030","Instant replacement","4058.076"
"Bosnia and Herzegovina","2030","Low variant","3490.234"
"Bosnia and Herzegovina","2030","Medium variant","3700.255"
"Bosnia and Herzegovina","2030","No change (Const. Fer.&Mor.&Zero migration)","3537.716"
"Bosnia and Herzegovina","2030","Zero migration (Medium)","3724.185"
"Bosnia and Herzegovina","2025","Const. mortality (Medium)","3691.277"
"Bosnia and Herzegovina","2025","Constant-fertility scenario","3696.569"
"Bosnia and Herzegovina","2025","High variant","3901.33"
"Bosnia and Herzegovina","2025","Instant replacement","4038.285"
"Bosnia and Herzegovina","2025","Low variant","3600.366"
"Bosnia and Herzegovina","2025","Medium variant","3750.85"
"Bosnia and Herzegovina","2025","No change (Const. Fer.&Mor.&Zero migration)","3654.113"
"Bosnia and Herzegovina","2025","Zero migration (Medium)","3768.146"
"Bosnia and Herzegovina","2020","Const. mortality (Medium)","3757.385"
"Bosnia and Herzegovina","2020","Constant-fertility scenario","3763.979"
"Bosnia and Herzegovina","2020","High variant","3875.148"
"Bosnia and Herzegovina","2020","Instant replacement","3993.614"
"Bosnia and Herzegovina","2020","Low variant","3702.72"
"Bosnia and Herzegovina","2020","Medium variant","3788.936"
"Bosnia and Herzegovina","2020","No change (Const. Fer.&Mor.&Zero migration)","3743.429"
"Bosnia and Herzegovina","2020","Zero migration (Medium)","3799.969"
"Bosnia and Herzegovina","2015","Const. mortality (Medium)","3808.804"
"Bosnia and Herzegovina","2015","Constant-fertility scenario","3812.977"
"Bosnia and Herzegovina","2015","High variant","3852.822"
"Bosnia and Herzegovina","2015","Instant replacement","3928.116"
"Bosnia and Herzegovina","2015","Low variant","3786.543"
"Bosnia and Herzegovina","2015","Medium variant","3819.684"
"Bosnia and Herzegovina","2015","No change (Const. Fer.&Mor.&Zero migration)","3807.362"
"Bosnia and Herzegovina","2015","Zero migration (Medium)","3824.944"
"Bosnia and Herzegovina","2010","Const. mortality (Medium)","3845.929"
"Bosnia and Herzegovina","2010","Constant-fertility scenario","3845.929"
"Bosnia and Herzegovina","2010","High variant","3845.929"
"Bosnia and Herzegovina","2010","Instant replacement","3845.929"
"Bosnia and Herzegovina","2010","Low variant","3845.929"
"Bosnia and Herzegovina","2010","Medium variant","3845.929"
"Bosnia and Herzegovina","2010","No change (Const. Fer.&Mor.&Zero migration)","3845.929"
"Bosnia and Herzegovina","2010","Zero migration (Medium)","3845.929"
"Bosnia and Herzegovina","2005","Medium variant","3879.828"
"Bosnia and Herzegovina","2000","Medium variant","3834.364"
"Bosnia and Herzegovina","1995","Medium variant","3520.996"
"Bosnia and Herzegovina","1990","Medium variant","4526.511"
"Bosnia and Herzegovina","1985","Medium variant","4321.966"
"Bosnia and Herzegovina","1980","Medium variant","4099.903"
